,spkts,dpkts,sttl,dttl,smean,dmean,label
8717,2,0,254,0,100,0,1
12631,2,0,254,0,100,0,1
13913,2,0,254,0,100,0,1
3095,2,2,31,29,66,82,0
2407,16,18,31,29,96,91,0
1093,62,58,31,29,96,138,0
12927,2,0,254,0,100,0,1
5091,2,2,31,29,73,89,0
15417,10,6,254,252,59,45,1
8013,8,8,62,252,46,84,1
4730,10,12,31,29,53,735,0
716,16,18,31,29,80,143,0
12951,12,8,254,252,157,91,1
10406,2,0,254,0,100,0,1
8359,30,26,254,252,277,131,1
4834,28,30,31,29,166,103,0
11542,2,0,254,0,100,0,1
10838,2,0,254,0,100,0,1
7294,12,8,254,252,106,89,1
112,2,0,254,0,145,0,0
11136,2,0,254,0,100,0,1
19949,2,0,254,0,100,0,1
472,2,2,31,29,73,89,0
14424,8,10,62,252,46,375,1
4184,20,20,31,29,212,128,0
2389,30,42,31,29,77,819,0
1417,16,18,31,29,96,91,0
8312,22,22,62,252,54,75,1
15188,10,10,254,252,61,65,1
13648,12,10,254,252,89,81,1
7,10,8,254,252,53,44,0
2776,14,18,31,29,120,565,0
11128,2,0,254,0,100,0,1
4881,90,92,31,29,57,911,0
19173,10,8,254,252,59,44,1
17989,36,154,62,252,49,1184,1
1162,16,18,31,29,96,91,0
11638,2,0,254,0,100,0,1
2747,16,18,31,29,96,91,0
5076,48,50,31,29,62,610,0
16328,10,6,254,252,131,45,1
7615,2,0,254,0,100,0,1
10455,2,0,254,0,100,0,1
5286,10,8,254,252,56,44,1
180,8,10,31,29,132,82,0
4176,16,18,31,29,96,91,0
9954,64,26,62,252,937,80,1
1631,16,18,31,29,96,91,0
7612,10,8,254,252,45,44,1
17445,10,6,254,252,53,45,0
10440,2,0,254,0,90,0,1
1201,8,10,31,29,132,82,0
5063,12,18,31,29,132,565,0
11904,2,0,254,0,100,0,1
3376,30,42,31,29,77,819,0
2987,16,18,31,29,96,91,0
629,42,42,31,29,63,551,0
1789,64,66,31,29,59,785,0
19656,10,8,254,252,94,44,1
5578,2,0,254,0,52,0,1
12079,10,8,62,252,80,146,1
11812,4,0,254,0,100,0,1
3949,16,18,31,29,96,91,0
18894,10,8,254,252,56,44,1
7372,12,10,254,252,82,82,1
8172,10,8,254,252,295,44,1
3342,64,66,31,29,59,785,0
18012,2,0,254,0,84,0,1
2158,16,18,31,29,96,91,0
13517,10,6,254,252,51,45,1
17061,10,6,254,252,99,45,1
7178,2,0,254,0,100,0,1
885,78,80,31,29,58,910,0
9131,2,0,254,0,100,0,1
6977,2,0,254,0,39,0,1
1568,16,18,31,29,96,91,0
11544,12,10,62,252,76,111,1
7718,12,8,254,252,285,97,1
17312,66,328,62,252,47,1277,1
7943,10,6,254,252,53,45,1
8081,80,0,254,0,108,0,1
12936,2,0,254,0,100,0,1
4237,18,20,31,29,208,128,0
16545,2,0,254,0,52,0,1
14385,10,6,254,252,54,45,1
4926,4,4,31,29,130,76,0
7629,10,8,254,252,57,44,1
4898,52,42,31,29,719,80,0
10352,2,0,254,0,100,0,1
16411,10,8,254,252,53,44,1
8082,12,12,254,252,69,57,1
49,2,0,254,0,84,0,0
5694,2,0,254,0,100,0,1
4816,4,4,31,29,142,76,0
13210,2,0,254,0,100,0,1
5609,10,8,254,252,56,44,1
8664,2,0,254,0,227,0,1
12503,2,0,254,0,265,0,1
7255,10,8,254,252,56,44,1
5834,2,0,254,0,84,0,1
488,16,18,31,29,96,91,0
3519,8,10,31,29,132,82,0
14599,2,0,254,0,100,0,1
10388,10,6,254,252,106,45,1
17234,28,20,62,252,463,89,1
7876,12,10,254,252,83,78,1
8967,2,0,254,0,100,0,1
398,80,80,31,29,58,910,0
141,2,0,63,0,84,0,0
7548,10,6,254,252,55,45,1
4091,16,18,31,29,96,91,0
1785,4,4,31,29,142,76,0
1203,30,42,31,29,77,819,0
16210,1,0,0,0,60,0,1
4419,40,40,31,29,64,576,0
9748,2,0,254,0,100,0,1
6961,28,24,254,252,62,57,1
4456,64,66,31,29,59,785,0
2193,40,42,31,29,64,551,0
15259,10,6,254,252,53,45,1
18246,2,0,254,0,52,0,1
8400,442,2588,62,252,44,1368,1
13267,2,0,254,0,100,0,1
803,78,80,31,29,58,910,0
7158,2,0,254,0,84,0,1
831,16,18,31,29,96,91,0
3573,2,2,31,29,66,82,0
2619,16,18,31,29,96,91,0
9965,2,0,254,0,100,0,1
15691,10,6,254,252,255,45,1
6748,2,0,254,0,52,0,1
11856,2,0,254,0,100,0,1
4784,22,24,31,29,87,180,0
1782,8,10,31,29,132,82,0
3414,40,42,31,29,64,551,0
16720,10,8,254,252,121,131,1
3205,12,14,31,29,89,169,0
12546,2,0,254,0,100,0,1
6543,10,6,254,252,161,45,1
40,10,6,254,252,304,45,0
19443,10,8,254,252,252,44,1
2552,16,18,31,29,96,91,0
5195,2,0,254,0,100,0,1
12137,2,0,254,0,100,0,1
2131,16,18,31,29,96,91,0
3513,8,10,31,29,132,82,0
2261,30,42,31,29,77,819,0
16101,60,14,254,252,1136,44,1
9396,10,6,254,252,55,45,1
15846,10,10,62,252,76,142,1
326,2,2,31,29,73,89,0
198,2,2,31,29,73,89,0
15832,10,8,62,252,83,347,1
4964,8,12,31,29,53,735,0
19046,2,0,254,0,162,0,1
12941,8,8,254,252,46,49,1
3323,40,42,31,29,64,551,0
27,10,6,254,252,207,45,0
6188,10,10,62,252,80,135,1
57,1,0,0,0,46,0,0
17380,12,10,254,252,234,337,1
6390,2,0,254,0,100,0,1
2993,12,18,31,29,132,565,0
12283,2,0,254,0,100,0,1
12692,2,0,254,0,100,0,1
19760,8,10,62,252,46,375,1
958,52,54,31,29,56,69,0
2026,30,42,31,29,77,819,0
5905,44,24,62,252,713,85,1
11797,2,0,254,0,100,0,1
3985,22,24,31,29,87,180,0
4068,52,42,31,29,718,80,0
3031,12,18,31,29,132,565,0
2424,16,18,31,29,96,91,0
16792,4,0,254,0,96,0,1
3398,64,66,31,29,59,785,0
15839,10,6,254,252,80,45,1
18712,10,10,62,252,85,121,1
2573,122,126,31,29,64,120,0
3879,40,42,31,29,64,551,0
2479,16,18,31,29,96,91,0
8152,32,116,62,252,50,1145,1
17916,2,0,254,0,202,0,0
12381,2,0,254,0,100,0,1
7620,10,10,62,252,76,113,1
1322,16,18,31,29,96,91,0
3280,40,42,31,29,64,551,0
19468,10,8,254,252,252,44,1
447,16,18,31,29,96,91,0
269,4,4,31,29,132,76,0
9233,2,0,254,0,252,0,1
6668,10,8,254,252,45,51,1
477,2,2,31,29,73,89,0
4456,64,66,31,29,59,785,0
14967,2,0,254,0,100,0,1
19851,24,36,62,252,48,775,1
15714,10,6,254,252,255,45,1
4472,16,18,31,29,96,91,0
4046,2,2,31,29,73,89,0
11969,2,0,254,0,100,0,1
12478,2,0,254,0,100,0,1
17601,10,8,254,252,57,44,0
4570,16,18,31,29,96,91,0
1009,16,18,31,29,96,91,0
8528,32,18,254,252,608,44,1
14756,2,0,254,0,100,0,1
2543,38,40,31,29,64,463,0
15375,2,0,254,0,76,0,1
373,8,10,31,29,132,82,0
19184,2,0,254,0,84,0,1
5751,82,28,62,252,1028,76,1
8348,2,0,254,0,100,0,1
236,30,42,31,29,77,819,0
8709,2,0,254,0,100,0,1
17023,2,0,254,0,260,0,1
2361,16,18,31,29,96,91,0
3456,8,10,31,29,132,82,0
1099,16,18,31,29,96,91,0
18373,120,34,62,252,1119,72,1
2368,38,40,31,29,64,463,0
3352,16,18,31,29,96,91,0
5037,90,92,31,29,57,911,0
4910,22,14,31,29,67,123,0
17668,10,8,254,252,56,44,1
14251,10,6,254,252,115,45,1
8302,22,22,62,252,53,73,1
1727,64,66,31,29,59,785,0
17248,60,14,254,252,1136,44,1
12712,116,0,254,0,96,0,1
16255,10,6,254,252,94,45,1
3245,16,18,31,29,96,91,0
14493,2,0,254,0,100,0,1
18632,10,10,62,252,85,136,1
5116,10,8,62,252,81,155,1
6060,10,8,62,252,80,133,1
6815,16,12,254,252,57,58,1
13536,24,22,62,252,52,74,1
17222,10,8,254,252,56,44,1
3538,14,8,31,29,638,53,0
4253,68,70,31,29,59,849,0
12189,2,0,254,0,100,0,1
3532,108,116,31,29,88,107,0
17259,10,10,62,252,80,146,1
4156,16,18,31,29,80,143,0
1275,16,18,31,29,96,91,0
15860,42,0,254,0,64,0,1
3859,40,42,31,29,64,551,0
18573,22,20,62,252,164,88,1
12587,2,0,254,0,100,0,1
11495,2,0,254,0,532,0,1
584,28,30,31,29,152,103,0
4594,4,4,31,29,130,76,0
7209,4,0,254,0,52,0,1
7792,2,0,254,0,100,0,1
4079,6,0,1,0,64,0,0
724,16,18,31,29,96,91,0
3290,62,58,31,29,96,138,0
18127,10,8,254,252,52,63,1
1336,78,80,31,29,58,910,0
7633,12,6,254,252,308,45,1
5043,12,12,31,29,89,188,0
14407,10,8,254,252,53,44,1
1710,18,18,31,29,208,136,0
12051,2,0,254,0,100,0,1
2595,16,18,31,29,96,91,0
3012,40,42,31,29,64,551,0
12899,12,8,254,252,169,93,1
9324,2,0,254,0,100,0,1
142,2,0,254,0,471,0,0
9567,10,8,254,252,143,131,1
10949,2,0,254,0,100,0,1
9102,2,0,254,0,100,0,1
17957,10,6,254,252,53,45,0
18541,22,22,62,252,158,82,1
10072,8,8,62,252,46,107,1
7373,2,0,254,0,100,0,1
1446,52,42,31,29,716,80,0
19529,8,8,62,252,46,122,1
18751,10,8,254,252,59,44,1
7170,2,0,254,0,532,0,1
5045,16,18,31,29,96,91,0
4704,16,18,31,29,96,91,0
14425,2,0,254,0,100,0,1
5342,14,12,254,252,101,57,1
1116,16,18,31,29,96,91,0
3710,200,388,31,29,58,1250,0
17417,10,8,62,252,81,116,1
1834,16,18,31,29,96,91,0
4010,16,18,31,29,96,91,0
3519,8,10,31,29,132,82,0
3348,2,2,31,29,73,89,0
405,8,10,31,29,132,82,0
16409,2,0,254,0,84,0,1
1675,30,42,31,29,77,819,0
16540,24,58,62,252,53,986,1
8882,14,12,254,252,54,57,1
9127,2,0,254,0,100,0,1
995,16,18,31,29,96,91,0
921,16,18,31,29,96,91,0
9985,2,0,254,0,100,0,1
14023,74,0,254,0,244,0,1
8122,12,10,254,252,92,82,1
6230,58,14,254,252,1174,44,1
2382,2,2,31,29,66,82,0
9842,22,22,62,252,54,74,1
15287,10,8,254,252,56,44,1
1091,16,18,31,29,96,91,0
4712,52,54,31,29,56,69,0
3715,42,42,31,29,63,551,0
16029,10,6,254,252,53,45,1
17435,2,0,254,0,71,0,1
35,14,12,62,252,127,247,0
19236,22,22,62,252,54,74,1
11510,2,0,254,0,100,0,1
4305,2,2,31,29,65,81,0
15261,28,84,62,252,98,1282,1
1461,52,42,31,29,718,80,0
833,16,18,31,29,96,91,0
2556,16,18,31,29,96,91,0
7766,2,0,254,0,84,0,1
4379,16,18,31,29,96,91,0
3586,2,2,31,29,73,89,0
4329,68,70,31,29,59,849,0
15633,42,0,254,0,52,0,1
14579,2,0,254,0,100,0,1
7356,14,10,254,252,55,56,1
9313,96,18,254,252,1231,44,1
3877,52,40,31,29,716,82,0
3322,64,66,31,29,59,785,0
9271,2,0,254,0,84,0,1
9838,2,0,254,0,100,0,1
3641,16,18,31,29,96,91,0
976,2,2,31,29,73,89,0
19715,10,8,62,252,80,176,1
17980,10,10,62,252,84,361,1
3800,38,40,31,29,64,482,0
14896,20,8,254,252,883,44,1
14461,2,0,254,0,100,0,1
12730,2,0,254,0,100,0,1
45,24,58,62,252,112,1227,0
8070,40,22,62,252,772,88,1
6547,2,0,254,0,84,0,1
3051,16,18,31,29,96,91,0
18317,10,8,254,252,76,44,1
15489,10,8,254,252,56,44,1
18949,18,22,62,252,56,439,1
2555,40,42,31,29,64,551,0
360,16,18,31,29,96,91,0
9278,10,8,62,252,82,305,1
1407,16,18,31,29,96,91,0
18078,20,12,254,252,252,45,1
485,16,18,31,29,96,91,0
15104,2,0,254,0,100,0,1
4688,4,4,31,29,142,76,0
19654,10,10,62,252,86,118,1
17736,20,0,254,0,64,0,1
13433,10,8,62,252,81,175,1
2812,4,4,31,29,130,76,0
17368,82,0,254,0,64,0,1
2482,4,4,31,29,142,78,0
7850,30,14,254,252,861,55,1
19499,46,22,62,252,685,82,1
3725,2,2,31,29,73,89,0
2921,4,4,31,29,142,76,0
1266,2,2,31,29,66,82,0
4598,40,42,31,29,64,551,0
13442,10,6,254,252,60,45,1
10058,22,22,62,252,54,75,1
5664,10,8,62,252,86,187,1
16789,2,0,254,0,111,0,1
1125,14,18,31,29,120,565,0
18224,10,6,254,252,53,45,0
6481,2,0,254,0,52,0,1
1972,16,18,31,29,96,91,0
19888,2,0,254,0,100,0,1
5399,2,0,254,0,84,0,1
6397,12,8,254,252,254,90,1
19679,10,8,254,252,56,44,1
13872,2,0,254,0,100,0,1
10779,10,6,254,252,53,45,1
8389,2,0,254,0,52,0,1
6101,2,0,254,0,100,0,1
2569,2,2,31,29,73,89,0
12393,2,0,254,0,100,0,1
14076,24,24,62,252,53,71,1
16341,12,8,62,252,72,150,1
4400,2,2,31,29,66,82,0
7662,2,0,254,0,100,0,1
3220,8,10,31,29,132,82,0
4009,22,26,31,29,87,170,0
4376,12,18,31,29,132,565,0
8031,10,8,254,252,58,44,1
2883,16,18,31,29,96,91,0
1666,62,58,31,29,96,138,0
14675,2,0,254,0,100,0,1
14068,20,16,62,252,81,147,1
11630,2,0,254,0,100,0,1
2913,16,18,31,29,96,91,0
9483,2,0,254,0,84,0,1
4178,14,18,31,29,120,565,0
7825,12,10,254,252,83,81,1
9267,2,0,254,0,100,0,1
13477,10,8,254,252,248,44,1
4644,18,18,31,29,230,136,0
9317,2,0,254,0,532,0,1
19493,10,8,254,252,82,44,1
10516,2,0,254,0,100,0,1
6972,10,8,254,252,56,44,1
1486,16,18,31,29,96,91,0
4303,2,2,31,29,65,81,0
9285,24,58,62,252,53,1004,1
9405,96,30,62,252,1078,72,1
20,10,6,254,252,53,45,0
4736,2,2,31,29,73,89,0
4799,4,4,31,29,132,76,0
16492,2,0,254,0,84,0,1
18095,10,8,254,252,56,44,1
2301,16,18,31,29,96,91,0
353,16,18,31,29,96,91,0
7285,10,6,254,252,102,45,1
14915,2,0,254,0,87,0,1
3635,8,10,31,29,132,82,0
11668,2,0,254,0,100,0,1
4941,16,18,31,29,96,91,0
7627,10,8,254,252,57,44,1
5266,2,0,254,0,84,0,1
2038,2,2,31,29,73,89,0
4696,208,388,31,29,58,1250,0
6691,60,318,62,252,47,1251,1
882,16,18,31,29,96,91,0
355,8,10,31,29,132,82,0
14890,2,0,254,0,100,0,1
2315,16,18,31,29,96,91,0
19923,22,24,62,252,49,412,1
12617,2,0,254,0,100,0,1
15093,2,0,254,0,100,0,1
3308,64,66,31,29,59,785,0
17436,14,6,254,252,542,45,1
6298,56,0,254,0,272,0,1
4329,68,70,31,29,59,849,0
3435,30,42,31,29,77,819,0
5748,12,8,254,252,85,93,1
5083,38,40,31,29,64,463,0
14951,2,0,254,0,100,0,1
1578,42,42,31,29,63,551,0
1830,16,18,31,29,96,91,0
194,52,54,31,29,56,69,0
312,4,4,31,29,132,76,0
10894,2,0,254,0,100,0,1
16625,142,38,62,252,1169,68,1
1376,30,42,31,29,77,819,0
1668,16,18,31,29,96,91,0
6862,2,0,254,0,679,0,1
853,16,18,31,29,96,91,0
616,16,18,31,29,96,91,0
3053,22,24,31,29,87,180,0
10710,2,0,254,0,100,0,1
16660,12,6,254,252,390,45,1
18678,2,0,254,0,84,0,1
11422,2,0,254,0,100,0,1
16593,12,8,254,252,82,91,1
2638,2,2,31,29,73,89,0
8789,12,6,254,252,463,45,1
4562,10,12,31,29,53,735,0
2651,16,18,31,29,96,91,0
6576,10,8,254,252,56,44,1
3667,122,126,31,29,64,120,0
3614,8,10,31,29,132,82,0
4739,8,12,31,29,53,735,0
11849,2,0,254,0,100,0,1
15249,10,8,62,252,87,142,1
95,2,0,254,0,302,0,0
4368,434,858,31,29,56,1276,0
500,8,10,31,29,132,82,0
19520,10,18,62,252,88,779,1
399,14,18,31,29,120,565,0
10893,2,0,254,0,100,0,1
13175,10,6,254,252,63,45,1
3650,2,2,31,29,66,82,0
15854,20,20,62,252,170,86,1
502,8,10,31,29,132,82,0
3227,16,18,31,29,96,91,0
3983,16,18,31,29,96,91,0
8157,10,8,62,252,86,407,1
13510,12,10,254,252,85,83,1
4856,52,42,31,29,719,80,0
13134,2,0,254,0,100,0,1
9647,30,16,254,252,875,53,1
1247,16,18,31,29,96,91,0
7465,12,10,254,252,125,80,1
14984,42,0,254,0,64,0,1
18997,10,10,62,252,85,510,1
5662,2,0,254,0,100,0,1
3524,2,2,31,29,73,89,0
7679,10,8,254,252,91,44,1
10165,14,8,254,252,486,44,1
10813,2,0,254,0,100,0,1
14554,10,10,254,252,61,65,1
3023,16,18,31,29,96,91,0
2056,16,18,31,29,96,91,0
5972,242,58,62,252,1245,60,1
15092,10,8,254,252,128,44,1
12361,2,0,254,0,100,0,1
15723,10,8,62,252,91,112,1
4354,4,4,31,29,130,76,0
14823,12,6,254,252,354,45,1
2408,2,2,31,29,66,82,0
9283,10,6,254,252,176,45,1
14212,2,0,254,0,100,0,1
1901,8,10,31,29,132,82,0
19621,10,8,254,252,53,44,1
17325,60,14,254,252,1136,44,1
8103,70,340,62,252,46,1273,1
1259,40,42,31,29,64,551,0
3937,16,18,31,29,96,91,0
4781,22,24,31,29,87,180,0
11227,2,0,254,0,100,0,1
4763,52,54,31,29,56,69,0
3189,106,114,31,29,89,108,0
11583,2,0,254,0,100,0,1
334,2,2,31,29,66,82,0
4763,52,54,31,29,56,69,0
17580,118,34,62,252,1126,68,1
14955,12,14,62,252,96,548,1
4344,16,18,31,29,96,91,0
10675,2,0,254,0,90,0,1
2882,28,42,31,29,79,819,0
12148,2,0,254,0,100,0,1
19179,30,86,62,252,46,1068,1
5846,10,6,254,252,252,45,1
13358,10,10,62,252,78,435,1
5321,26,20,62,252,330,90,1
3071,16,18,31,29,96,91,0
5,10,6,254,252,53,45,0
3209,4,4,31,29,142,78,0
2259,16,18,31,29,96,91,0
15253,16,10,254,252,89,56,1
13753,2,0,254,0,100,0,1
4468,4,4,31,29,142,76,0
12808,2,0,254,0,100,0,1
14288,14,20,62,252,132,822,1
4663,52,54,31,29,56,69,0
6723,2,0,254,0,90,0,1
18295,12,6,254,252,457,45,1
17472,108,612,62,252,45,1305,1
11605,2,0,254,0,100,0,1
545,8,10,31,29,132,82,0
4692,22,24,31,29,87,180,0
17499,2,0,254,0,320,0,1
19146,202,0,254,0,272,0,1
19767,10,8,254,252,56,44,1
11143,2,0,254,0,100,0,1
12616,2,0,254,0,100,0,1
13878,10,10,254,252,48,44,1
9811,2,0,254,0,100,0,1
1437,30,42,31,29,77,819,0
18066,10,8,254,252,94,44,1
3036,2,2,31,29,73,89,0
9202,10,16,62,252,81,873,1
16619,10,6,254,252,155,45,1
7028,2,0,254,0,100,0,1
6201,2,0,254,0,100,0,1
9629,2,0,254,0,38,0,1
498,8,10,31,29,132,82,0
497,8,10,31,29,132,82,0
2185,16,18,31,29,96,91,0
14346,10,8,62,252,77,120,1
2047,16,18,31,29,96,91,0
7251,10,6,254,252,102,45,1
12676,2,0,254,0,100,0,1
3928,52,40,31,29,716,82,0
5610,2,0,254,0,100,0,1
16222,10,10,62,252,52,71,1
586,40,42,31,29,64,551,0
17506,10,8,254,252,56,44,1
6181,2,0,254,0,100,0,1
5853,10,6,254,252,95,45,1
16726,24,20,62,252,187,85,1
183,16,18,31,29,96,91,0
16088,8,8,62,252,46,301,1
19998,10,8,254,252,56,44,1
545,8,10,31,29,132,82,0
1811,40,40,31,29,64,463,0
14286,18,18,62,252,57,149,1
18430,60,26,62,252,974,76,1
17655,2,0,254,0,52,0,1
16096,2,0,254,0,412,0,1
7350,22,22,62,252,53,74,1
5567,2,0,254,0,100,0,1
4737,4,4,31,29,142,78,0
10869,2,0,254,0,100,0,1
3173,26,28,31,29,160,106,0
223,2,2,31,29,66,82,0
681,16,18,31,29,96,91,0
393,16,18,31,29,96,91,0
16615,12,8,254,252,92,88,1
1996,16,18,31,29,96,91,0
17057,20,34,62,252,55,750,1
16834,10,8,254,252,56,52,1
7713,2,0,254,0,100,0,1
13188,10,6,254,252,114,45,1
801,16,18,31,29,96,91,0
18981,2,0,254,0,84,0,1
434,8,10,31,29,132,82,0
10277,16,10,254,252,66,56,1
2578,64,66,31,29,59,785,0
735,78,80,31,29,58,910,0
13665,2,0,254,0,100,0,1
18866,10,8,254,252,56,44,1
2839,30,42,31,29,77,819,0
18491,10,6,254,252,103,45,1
2305,106,114,31,29,89,108,0
18785,12,10,254,252,73,56,1
7184,2,0,254,0,100,0,1
15268,10,6,254,252,96,45,1
13498,10,6,254,252,151,45,1
3739,68,70,31,29,59,849,0
1689,16,18,31,29,96,91,0
1530,2,2,31,29,66,82,0
15080,2,0,254,0,100,0,1
19425,116,0,254,0,96,0,1
3108,16,18,31,29,96,91,0
3792,52,38,31,29,716,83,0
17206,12,8,254,252,89,91,1
11454,2,0,254,0,100,0,1
3672,16,18,31,29,96,91,0
3789,2,2,31,29,66,82,0
11994,2,0,254,0,100,0,1
1667,16,18,31,29,96,91,0
4196,30,42,31,29,77,819,0
19671,10,8,254,252,53,44,1
4550,62,58,31,29,96,138,0
4293,432,858,31,29,56,1276,0
4261,2,2,31,29,65,81,0
13748,2,0,254,0,100,0,1
5593,2,0,254,0,100,0,1
2518,16,18,31,29,96,91,0
16816,10,20,62,252,81,850,1
3431,342,746,31,29,53,1458,0
8830,10,6,254,252,86,45,1
16077,10,12,62,252,77,360,1
4560,48,50,31,29,62,610,0
7896,2,0,254,0,100,0,1
5049,78,80,31,29,58,910,0
9687,52,24,62,252,925,82,1
19000,2,0,254,0,52,0,1
8651,2,0,254,0,100,0,1
4291,16,18,31,29,96,91,0
14245,2,0,254,0,100,0,1
9247,10,6,254,252,53,45,1
1856,38,40,31,29,64,463,0
19587,2,0,254,0,41,0,1
17151,12,8,254,252,168,93,1
9891,2,0,254,0,100,0,1
19101,2,0,254,0,1064,0,1
12850,34,30,62,252,56,80,1
1604,52,42,31,29,716,80,0
2592,16,18,31,29,96,91,0
4802,22,24,31,29,87,180,0
11746,14,12,254,252,55,54,1
15098,2,0,254,0,100,0,1
4981,22,26,31,29,87,170,0
978,16,18,31,29,96,91,0
13029,2,0,254,0,100,0,1
19862,2,0,254,0,100,0,1
8476,2,0,254,0,100,0,1
11780,2,0,254,0,100,0,1
6685,2,0,254,0,100,0,1
11303,2,0,254,0,100,0,1
16518,12,8,254,252,252,91,1
1054,16,18,31,29,96,91,0
17242,2,0,254,0,352,0,1
8683,2,0,254,0,84,0,1
11751,2,0,254,0,100,0,1
18482,2,0,254,0,52,0,1
16039,10,10,254,252,61,65,1
785,40,40,31,29,64,463,0
1148,78,82,31,29,58,889,0
3219,16,18,31,29,96,91,0
6675,10,6,254,252,170,45,1
12064,2,0,254,0,100,0,1
17159,60,14,254,252,1136,44,1
5914,24,22,62,252,53,75,1
11333,2,0,254,0,100,0,1
12625,2,0,254,0,100,0,1
15709,10,6,254,252,153,45,1
12191,2,0,254,0,100,0,1
3547,2,2,31,29,66,82,0
10517,2,0,254,0,100,0,1
512,52,54,31,29,56,69,0
2536,16,18,31,29,96,91,0
19187,2,0,254,0,84,0,1
481,16,18,31,29,96,91,0
3357,2,2,31,29,73,89,0
4209,16,18,31,29,96,91,0
16706,150,38,62,252,1161,65,1
10883,32,12,254,252,850,54,1
10002,8,0,254,0,60,0,1
8253,2,0,254,0,84,0,1
17943,10,6,254,252,53,45,0
4536,12,18,31,29,132,565,0
202,14,18,31,29,120,565,0
3592,40,42,31,29,64,551,0
4566,4,4,31,29,130,76,0
2453,16,18,31,29,96,91,0
4686,16,18,31,29,80,143,0
7663,10,6,254,252,161,45,1
1933,30,42,31,29,77,819,0
14166,2,0,254,0,100,0,1
1475,24,24,31,29,84,180,0
2743,16,18,31,29,96,91,0
4970,64,66,31,29,59,785,0
2231,16,18,31,29,96,91,0
15309,2,0,254,0,84,0,1
3832,12,12,31,29,89,188,0
2950,16,18,31,29,96,91,0
14770,42,0,254,0,440,0,1
7359,10,8,254,252,115,44,1
10738,2,0,254,0,301,0,1
1253,106,114,31,29,89,108,0
13606,2,0,254,0,100,0,1
7576,2,0,254,0,1041,0,1
2073,12,18,31,29,132,565,0
16687,12,8,254,252,87,94,1
2018,8,10,31,29,132,82,0
19472,2,0,254,0,84,0,1
17402,10,6,254,252,86,45,1
14729,2,0,254,0,100,0,1
17146,20,20,62,252,144,81,1
1001,6,8,31,29,53,228,0
3717,22,24,31,29,87,180,0
875,16,18,31,29,80,143,0
3645,78,80,31,29,58,910,0
708,14,18,31,29,120,565,0
125,2,0,254,0,570,0,0
15180,2,0,254,0,52,0,1
6099,2,0,254,0,52,0,1
104,2,0,254,0,600,0,0
2192,64,66,31,29,59,785,0
6996,2,0,254,0,100,0,1
16225,2,0,254,0,39,0,1
9634,8,10,62,252,46,465,1
19437,2,0,254,0,84,0,1
12541,2,0,254,0,100,0,1
16178,12,6,254,252,370,45,1
13138,644,114,62,252,1329,52,1
2114,16,18,31,29,96,91,0
5531,12,14,62,252,76,567,1
12985,2,0,254,0,100,0,1
13385,12,8,254,252,84,92,1
4661,16,18,31,29,96,91,0
17143,10,8,254,252,56,44,1
19714,10,8,254,252,59,44,1
603,16,18,31,29,96,91,0
3720,52,42,31,29,716,80,0
6580,2,0,254,0,84,0,1
310,4,4,31,29,142,78,0
10369,14,12,254,252,49,70,1
4264,224,438,31,29,58,1252,0
14615,10,8,254,252,56,44,1
8612,2,0,254,0,100,0,1
16036,10,10,254,252,61,65,1
13193,10,6,254,252,107,45,1
9274,2,0,254,0,100,0,1
2030,64,66,31,29,59,785,0
8392,2,0,254,0,52,0,1
11222,2,0,254,0,100,0,1
17390,2,0,254,0,297,0,1
4151,22,24,31,29,87,180,0
18659,10,8,62,252,86,142,1
1347,8,10,31,29,132,82,0
13184,10,6,254,252,69,45,1
18740,12,10,254,252,75,85,1
2537,16,18,31,29,96,91,0
2799,2,2,31,29,66,82,0
3280,40,42,31,29,64,551,0
11195,2,0,254,0,90,0,1
11814,2,0,254,0,100,0,1
2752,30,42,31,29,77,819,0
6041,2,0,254,0,90,0,1
4082,240,438,31,29,57,1252,0
12961,2,0,254,0,100,0,1
19991,174,34,254,252,1277,43,1
15598,2,0,254,0,84,0,1
11432,2,0,254,0,100,0,1
12672,2,0,254,0,100,0,1
14150,28,20,62,252,485,90,1
7130,2,0,254,0,100,0,1
5020,28,30,31,29,152,103,0
6200,10,8,254,252,130,44,1
8304,42,0,254,0,45,0,1
8858,2,0,254,0,100,0,1
9804,2,0,254,0,84,0,1
13667,22,22,62,252,53,74,1
5669,2,0,254,0,100,0,1
3722,62,58,31,29,96,138,0
13717,16,12,254,252,265,57,1
11244,10,6,254,252,86,45,1
5579,12,8,254,252,83,91,1
10759,10,6,254,252,53,45,1
1024,16,18,31,29,96,91,0
18336,34,22,62,252,494,85,1
8921,2,0,254,0,100,0,1
4411,2,2,31,29,73,89,0
2979,26,28,31,29,175,106,0
4275,2,2,31,29,73,89,0
11743,2,0,254,0,100,0,1
6890,10,8,254,252,63,44,1
2044,8,10,31,29,132,82,0
3199,4,4,31,29,130,76,0
11654,2,0,254,0,100,0,1
18936,10,8,254,252,76,44,1
1851,2,2,31,29,73,89,0
9207,2,0,254,0,100,0,1
1764,40,42,31,29,64,551,0
7293,20,32,62,252,54,753,1
7953,2,0,254,0,100,0,1
3261,30,42,31,29,77,819,0
2218,16,18,31,29,96,91,0
5071,4,4,31,29,130,76,0
524,8,10,31,29,132,82,0
5181,22,22,62,252,53,74,1
16003,10,8,254,252,53,44,1
160,78,80,31,29,58,910,0
