,Flow Duration,Flow IAT Min,Bwd IAT Mean,Bwd IAT Std,Idle Max,Label
14931,366,366,0.0,0.0,0,0
8832,11975894,3,3991963.667,3593914.402,6971349,1
11601,10353,1,3286.0,5207.312263,0,1
4597,475,475,0.0,0.0,0,1
2237,27059,27059,0.0,0.0,0,0
19009,1691,1691,0.0,0.0,0,1
6848,396,396,0.0,0.0,0,0
18062,1001034,1001034,0.0,0.0,0,0
17216,54618861,54618861,0.0,0.0,0,0
10269,19317,19317,0.0,0.0,0,1
1999,292,292,0.0,0.0,0,0
2956,2416650,3,356920.8333,293722.2452,0,0
12770,1254666,4,202884.6667,368387.6897,0,0
14174,215,18,0.0,0.0,0,0
1025,266855,46,46.0,0.0,0,0
6584,18992,4,6328.0,5517.027189,0,1
8635,83,83,0.0,0.0,0,0
7500,7,7,0.0,0.0,0,1
10974,15704,15704,0.0,0.0,0,1
15457,118074848,3,7376992.625,4444104.472,10187671,0
13921,3291,3291,0.0,0.0,0,0
15708,1965,1965,0.0,0.0,0,0
727,191917,0,0.0,0.0,0,0
17723,54238,54238,0.0,0.0,0,0
2600,169,169,0.0,0.0,0,0
2754,1890,1890,0.0,0.0,0,1
11041,86067431,86100000,0.0,0.0,86100000,0
14485,562,0,134.6666667,152.978212,0,0
14312,35541,0,6017.25,11750.88679,0,0
12213,7125,7125,0.0,0.0,0,1
16865,1333,17,0.0,0.0,0,0
7166,5332536,0,44804.46429,140816.9762,0,0
7151,1221,9,404.0,434.2729556,0,1
15575,281,281,0.0,0.0,0,0
12346,139528,1,0.0,0.0,0,0
8053,411,411,0.0,0.0,0,0
10297,10247,1,3253.0,5320.50975,0,1
1794,45655541,23463,10000000.0,219.1413167,10000000,0
6184,15390,15390,0.0,0.0,0,1
16858,26848,26848,0.0,0.0,0,1
14634,2837,2837,0.0,0.0,0,1
19207,1,1,0.0,0.0,0,1
13637,19070,19070,0.0,0.0,0,1
15383,281590,0,0.0,0.0,0,0
1813,500,500,0.0,0.0,0,1
18842,18,18,0.0,0.0,0,1
19561,88,88,0.0,0.0,0,0
11444,4190228,85,593754.8571,520196.4479,0,0
18398,21,21,0.0,0.0,0,0
4968,10999,10999,0.0,0.0,0,1
5696,376235,2,19800.68421,41542.51032,0,1
102,82672095,11122,10000000.0,755.9101893,10000000,0
13198,1533,1533,0.0,0.0,0,1
17283,80788588,19,5378649.467,5162540.082,10015748,0
8801,340380,7,16208.0,35416.02119,0,1
16110,7605,7605,0.0,0.0,0,1
8385,1733,0,0.0,0.0,0,0
8940,16891,24,104.0,0.0,0,1
10036,77,77,0.0,0.0,0,0
16680,102,1,0.0,0.0,0,0
13700,490,490,0.0,0.0,0,1
7937,149,17,0.0,0.0,0,0
7056,54056965,54056965,0.0,0.0,0,0
6235,18036,1,5902.333333,9934.418067,0,1
5366,547,547,0.0,0.0,0,1
8187,4332,4332,0.0,0.0,0,1
12188,86159306,86159306,0.0,0.0,86159306,0
9295,13854,3,4616.333333,6921.694109,0,1
8451,2584,2584,0.0,0.0,0,1
3883,16495,4,5495.333333,8447.76138,0,1
1605,299,299,0.0,0.0,0,0
15238,12128,12128,0.0,0.0,0,1
9819,207219,61,0.0,0.0,0,0
19109,5542453,25,42412.0,41510.57324,5337114,0
18192,1733,1733,0.0,0.0,0,0
19604,339107,4,16954.3,38284.52732,0,1
9562,11420,1,3636.666667,5945.624133,0,1
10194,46261,1,5794.666667,8106.103396,0,0
5733,11429,11429,0.0,0.0,0,0
7503,404651,6,21296.31579,33802.3734,0,1
11543,6938,6938,0.0,0.0,0,1
8275,1791,1791,0.0,0.0,0,1
16888,1075,1075,0.0,0.0,0,1
19739,375693,4,19772.89474,41807.7011,0,1
13548,116189009,61,7473905.333,4521281.151,10014445,0
14321,3909607,60,551391.7143,326762.5565,0,0
13340,2,2,0.0,0.0,0,1
10925,175254,1,0.0,0.0,0,0
9383,649,17,0.0,0.0,0,0
7895,15150,15150,0.0,0.0,0,1
13056,1937,1937,0.0,0.0,0,1
8353,223,223,0.0,0.0,0,0
11619,18966,3,6320.666667,5652.803759,0,1
1507,1001007,1001007,0.0,0.0,0,0
12179,540,540,0.0,0.0,0,1
17957,1245,1245,0.0,0.0,0,1
10906,1,1,0.0,0.0,0,1
19028,684,684,0.0,0.0,0,0
12736,1067,7,503.0,0.0,0,0
137,6169,6169,0.0,0.0,0,1
11496,1253961,3,202024.3333,361307.315,0,0
8055,375,375,0.0,0.0,0,0
2350,2018,7,1380.0,0.0,0,0
1110,1,1,0.0,0.0,0,1
3367,20061676,0,2004401.6,4195950.182,9953009,0
14955,11797,22,3732.666667,6036.905029,0,1
44,40448134,0,2789930.818,4702007.955,10012911,0
13036,29442,29442,0.0,0.0,0,1
3720,5028934,4,1676308.333,2882934.568,0,1
16547,15192045,0,1682683.444,3547584.327,10008422,0
18557,2048563,2,313584.3333,314131.6748,0,0
16889,6,6,0.0,0.0,0,1
18963,22004,250,3542.0,0.0,0,0
19877,6440,3,2145.333333,2876.348437,0,1
15760,1,1,0.0,0.0,0,1
10545,16564,4,5519.333333,9023.049503,0,1
14150,104309,492,56729.0,0.0,0,0
13704,10914,3,3637.0,6103.551999,0,1
9970,357421,9,17019.57143,36629.88817,0,1
19314,15612,3,5203.0,8005.430969,0,1
17153,11076,22,3544.333333,5712.651778,0,1
1389,2,2,0.0,0.0,0,1
6410,1210,6,672.0,0.0,0,0
3149,1219,1219,0.0,0.0,0,1
1935,274,274,0.0,0.0,0,0
15516,3254,3254,0.0,0.0,0,1
8820,41,41,0.0,0.0,0,0
7,1440,1440,0.0,0.0,0,1
2703,85942899,85942899,0.0,0.0,85942899,0
11626,5193,4,1729.333333,2213.00482,0,1
8594,28,28,0.0,0.0,0,1
19968,17308,17308,0.0,0.0,0,1
17351,109,109,0.0,0.0,0,0
12002,243,243,0.0,0.0,0,0
2707,708,0,171.6666667,160.132237,0,0
7305,416633,416633,0.0,0.0,0,0
7271,39409,39409,0.0,0.0,0,0
13518,706,706,0.0,0.0,0,0
18993,5523057,42,1840942.667,3187215.445,0,0
3859,419854,419854,0.0,0.0,0,0
13929,1,1,0.0,0.0,0,0
11893,2691,2691,0.0,0.0,0,1
14382,66,66,0.0,0.0,0,0
3099,27,27,0.0,0.0,0,0
19974,2,2,0.0,0.0,0,1
15246,5662,4,1886.0,2892.417155,0,1
1486,20,20,0.0,0.0,0,1
10967,583,583,0.0,0.0,0,1
16096,14967,1,4863.0,8115.7333,0,1
15558,466,466,0.0,0.0,0,1
15494,6051173,42,2016987.0,3493047.649,0,0
10059,1287,1287,0.0,0.0,0,1
19636,2,2,0.0,0.0,0,1
19918,2201,2201,0.0,0.0,0,1
13959,7,7,0.0,0.0,0,1
19394,118303,1,1.0,0.0,0,0
8474,698958,177,0.0,0.0,0,0
9329,528,528,0.0,0.0,0,1
14493,16,16,0.0,0.0,0,0
3539,12454,12454,0.0,0.0,0,0
1279,833650,4,166851.25,1323.035493,0,0
11979,34,34,0.0,0.0,0,0
13367,28192,28192,0.0,0.0,0,1
5375,628,18,0.0,0.0,0,0
3163,47168,1,7942.666667,13546.33243,0,0
8911,254,254,0.0,0.0,0,0
9245,7850,7850,0.0,0.0,0,1
15474,8802,8802,0.0,0.0,0,1
1273,1647,1647,0.0,0.0,0,1
5051,2248,30,0.0,0.0,0,0
17297,529,529,0.0,0.0,0,1
6864,10849,20,3458.666667,5484.352864,0,1
14178,10249,10249,0.0,0.0,0,1
19038,86043531,86043531,0.0,0.0,86043531,0
13574,3,3,0.0,0.0,0,1
10465,1,1,0.0,0.0,0,1
1795,1800,1800,0.0,0.0,0,0
17418,2,2,0.0,0.0,0,1
3104,2061291,85,312565.3333,318850.6878,0,0
18134,3654602,33,607026.0,833374.7298,0,0
16690,363,363,0.0,0.0,0,0
19541,90339,72,0.0,0.0,0,0
16134,6474,6474,0.0,0.0,0,1
1837,6,6,0.0,0.0,0,1
16869,2156245,95,327905.1667,310139.8548,0,0
12867,1,1,0.0,0.0,0,1
2736,3,3,0.0,0.0,0,1
15263,10588,24,3399.0,5540.764839,0,1
14901,81,81,0.0,0.0,0,0
5908,2217573,3,329571.8333,311090.08,0,0
18528,410914,410914,0.0,0.0,0,0
833,13508,3,4501.666667,7571.001409,0,1
3977,2,2,0.0,0.0,0,1
12754,2749918,110,438195.0,480056.2642,0,0
9943,1267,1267,0.0,0.0,0,1
2230,3966072,70,559177.8571,332230.7014,0,0
10713,229,17,0.0,0.0,0,0
13430,87465372,87500000,0.0,0.0,87500000,0
3018,379263,4,19960.63158,40025.89042,0,1
4462,23970,23970,0.0,0.0,0,1
8205,234801,1,0.0,0.0,0,0
12068,48501,5,47897.0,0.0,0,0
17361,1440,5,829.0,0.0,0,0
3001,419266,419266,0.0,0.0,0,0
4364,86109520,86109520,0.0,0.0,86109520,0
9208,122961,0,0.0,0.0,0,0
17028,1,1,0.0,0.0,0,1
5006,1718,1718,0.0,0.0,0,1
16237,109942258,0,31480.88235,79539.51732,0,0
3640,22799,3,7598.0,7108.016671,0,1
11529,10107053,0,1681776.167,4074985.368,9950014,0
10191,1059293,3,264800.0,489.8448734,0,0
18631,1311,6,435.0,561.5166961,0,1
13779,2,2,0.0,0.0,0,1
4603,140136,140136,0.0,0.0,0,0
11044,180,180,0.0,0.0,0,0
19832,13953,13953,0.0,0.0,0,1
17999,1,1,0.0,0.0,0,1
16663,86103984,86100000,0.0,0.0,86100000,0
12668,7669,7,7014.0,0.0,0,0
7148,1285,1285,0.0,0.0,0,0
7685,2135,2135,0.0,0.0,0,1
1501,584,584,0.0,0.0,0,1
6345,1,1,0.0,0.0,0,1
2115,53318,19,17596.0,30082.12192,0,1
4462,23970,23970,0.0,0.0,0,1
6051,55045655,55045655,0.0,0.0,0,0
10881,1310013,46,266480.25,37887.21353,0,0
154,287,287,0.0,0.0,0,0
14757,122,122,0.0,0.0,0,0
487,197,23,0.0,0.0,0,0
19691,261,261,0.0,0.0,0,0
10654,5,5,0.0,0.0,0,1
13687,314,314,0.0,0.0,0,0
17758,1,0,0.0,0.0,0,0
17993,6202929,53,2067574.0,3580530.938,0,0
3100,1922,1922,0.0,0.0,0,1
12772,88112895,88112895,0.0,0.0,88112895,0
4650,3151,4,1049.0,1577.197832,0,1
8052,41,41,0.0,0.0,0,0
8578,338377,5,16112.66667,33771.16448,0,1
12794,8,8,0.0,0.0,0,1
10103,30677,30,30.0,0.0,0,0
12838,2095685,2095685,0.0,0.0,0,1
5235,2654067,3,309762.0,302720.7632,0,0
15661,99,99,0.0,0.0,0,0
3016,4536,4536,0.0,0.0,0,1
19796,9192,9192,0.0,0.0,0,0
10204,9721,7,3238.0,3240.474039,0,1
14181,1272,6,704.0,0.0,0,0
6640,5965,5965,0.0,0.0,0,1
7013,1599,1599,0.0,0.0,0,0
19773,1292,7,716.0,0.0,0,0
16335,360450,5,17163.66667,43717.78856,0,1
8376,19720,19720,0.0,0.0,0,0
16100,8419,8419,0.0,0.0,0,1
19048,12332,12332,0.0,0.0,0,0
8765,3673239,89,540482.0,204989.7264,0,0
1238,3,3,0.0,0.0,0,1
7180,1300,6,786.0,0.0,0,0
9778,1384,1384,0.0,0.0,0,1
10950,674,674,0.0,0.0,0,0
18943,14245,7,13678.0,0.0,0,0
7374,2443229,3,367848.5,295695.8698,0,0
4550,36538,414,35327.0,0.0,0,0
14683,1223,7,628.0,0.0,0,0
18460,6,6,0.0,0.0,0,1
5829,46792,303,21893.0,0.0,0,0
534,85,85,0.0,0.0,0,0
7742,19511,19511,0.0,0.0,0,0
11964,2203,6,682.0,0.0,0,0
445,86004867,86000000,0.0,0.0,86000000,0
12910,301726,301726,0.0,0.0,0,0
1190,410,410,0.0,0.0,0,0
17373,891421,63,222839.5,4266.64306,0,0
3697,6,6,0.0,0.0,0,1
14527,28624,28624,0.0,0.0,0,1
19513,13268,1,4217.0,6823.944387,0,1
12039,36085,1,1.0,0.0,0,0
9286,1150,1150,0.0,0.0,0,1
8647,115381208,1,5018017.818,5114961.566,10004287,0
14759,28043,28043,0.0,0.0,0,1
721,5,5,0.0,0.0,0,1
16491,4087938,25,561145.0,388330.5842,0,0
10627,507,507,0.0,0.0,0,1
12638,1171,5,570.0,0.0,0,0
15233,116352778,38,7459994.267,4545770.954,10014478,0
10431,255,255,0.0,0.0,0,0
17921,25980,25980,0.0,0.0,0,1
11993,55497,21,0.0,0.0,0,0
536,307152,260,217713.0,0.0,0,0
738,10050,1,3182.666667,5214.034363,0,1
18152,289,289,0.0,0.0,0,0
4197,825,1,191.0,176.9180601,0,0
4937,6523138,4,1032666.5,1350907.308,0,0
9554,32,32,0.0,0.0,0,0
19405,2144472,2144472,0.0,0.0,0,1
15584,9479,1,3022.666667,4969.331176,0,1
8252,39314,39314,0.0,0.0,0,0
15230,1853510,4,283154.1667,329338.3487,0,0
14448,19,19,0.0,0.0,0,0
9116,668,0,153.3333333,173.7162437,0,0
4171,770,1,173.6666667,181.0092079,0,0
8863,39,39,0.0,0.0,0,0
14860,1,1,0.0,0.0,0,1
9741,115378747,62,8496056.0,3760276.562,10000000,0
15985,12739,7,4244.0,7128.104657,0,1
19722,6257081,365,6256182.0,0.0,6255817,0
11286,1740,1740,0.0,0.0,0,0
17025,5235427,41,1745075.0,3022012.101,0,0
19915,1126,1126,0.0,0.0,0,1
17402,10913,1,3415.0,5457.299332,0,1
9480,512,512,0.0,0.0,0,1
2087,9919,16,3191.666667,5224.037359,0,1
6683,33527,279,33248.0,0.0,0,0
10990,533,533,0.0,0.0,0,1
5881,8224623,4,2741539.667,2534958.875,0,1
2426,10253,10253,0.0,0.0,0,1
10242,115835914,0,4606332.375,5097544.52,10001436,0
12331,14001,14001,0.0,0.0,0,1
17836,256,21,0.0,0.0,0,0
15,1292898,40,258733.0,1242.697335,0,0
7857,995,16,0.0,0.0,0,0
13160,22,22,0.0,0.0,0,0
17755,3416672,0,76997.86364,452861.5174,0,0
3125,151179,460,150410.0,0.0,0,0
5371,6,6,0.0,0.0,0,1
4597,475,475,0.0,0.0,0,1
14130,1,1,0.0,0.0,0,1
10204,9721,7,3238.0,3240.474039,0,1
9272,497,497,0.0,0.0,0,1
11722,301,301,0.0,0.0,0,0
8045,43,43,0.0,0.0,0,0
11292,31,31,0.0,0.0,0,0
15703,44,44,0.0,0.0,0,0
13825,80,80,0.0,0.0,0,0
9328,54279517,54279517,0.0,0.0,0,0
5078,845,845,0.0,0.0,0,0
5788,4,4,0.0,0.0,0,1
5761,8875,8875,0.0,0.0,0,1
7821,48676,424,46252.0,0.0,0,0
10962,378696,4,18032.7619,41023.26163,0,1
18149,463,463,0.0,0.0,0,1
18696,1160,7,561.0,0.0,0,0
8855,14,14,0.0,0.0,0,0
4545,18959,18959,0.0,0.0,0,0
18372,11178,11178,0.0,0.0,0,0
6096,5512838,2,677904.0,1775850.254,0,0
11495,1006690,3,251655.25,469.5653132,0,0
17075,3354978,68,495843.3333,570160.8935,0,0
12278,36794,36794,0.0,0.0,0,0
9675,1014,1014,0.0,0.0,0,1
3720,5028934,4,1676308.333,2882934.568,0,1
15624,5543321,41,596960.4444,945694.4481,0,0
18724,21,21,0.0,0.0,0,1
8665,146,146,0.0,0.0,0,0
6914,11610472,4,3870156.0,3445000.338,6605466,1
11010,2076,2076,0.0,0.0,0,1
16069,86153798,86200000,0.0,0.0,86200000,0
6806,713,25,151.6666667,201.4803547,0,0
11364,3098,3098,0.0,0.0,0,1
12472,14443,14443,0.0,0.0,0,1
4083,22269,3,7422.0,7768.151196,0,1
11302,2169,2169,0.0,0.0,0,0
12442,372580,4,17741.47619,36991.74106,0,1
15806,1514,1514,0.0,0.0,0,0
7150,224089,224089,0.0,0.0,0,0
1991,1641334,58,256184.0,341973.6589,0,0
15171,1301,4,726.0,0.0,0,0
6499,117282950,3,8370674.143,21200000.0,59000000,0
16364,17376,17376,0.0,0.0,0,1
6926,26485,26485,0.0,0.0,0,1
3536,11196,2,3556.666667,5811.349442,0,1
3251,1194,5,519.0,0.0,0,0
440,21382,3,7125.666667,6286.319617,0,1
10267,86086397,86086397,0.0,0.0,86086397,0
19683,869,869,0.0,0.0,0,0
15143,98416618,1,3458471.765,14193874.66,58475046,0
6523,14,14,0.0,0.0,0,0
17269,1672033,3,260651.5,340045.8142,0,0
259,156,156,0.0,0.0,0,0
7016,322,322,0.0,0.0,0,0
6483,1,1,0.0,0.0,0,0
4661,8658,4,2884.0,4602.319089,0,1
10054,1798,1798,0.0,0.0,0,1
16552,520,520,0.0,0.0,0,1
8764,26162,26162,0.0,0.0,0,1
12005,2,2,0.0,0.0,0,1
8121,14969,14969,0.0,0.0,0,1
5930,1255,3,644.0,0.0,0,0
3258,1596,3,531.0,545.9734426,0,1
12166,11818,11818,0.0,0.0,0,1
3044,19,19,0.0,0.0,0,0
7418,87988949,87988949,0.0,0.0,87988949,0
10308,32739,32739,0.0,0.0,0,0
3631,1918380,1918380,0.0,0.0,0,1
19458,1292,5,758.0,0.0,0,0
1576,546,0,129.0,166.5322792,0,0
18867,17,17,0.0,0.0,0,1
4493,11095,17,3474.666667,5585.078722,0,1
19914,5996414,39,1998751.0,3461477.559,0,0
9255,6842,6842,0.0,0.0,0,1
8043,719,16,0.0,0.0,0,0
9955,409424,2,20470.7,43357.65228,0,1
6570,4167669,66,588600.2857,396499.2897,0,0
18275,500,500,0.0,0.0,0,0
2044,1321265,5,212013.6667,371036.2956,0,0
14474,2107,7,927.0,0.0,0,0
14541,1002272,1002272,0.0,0.0,0,0
4503,2,2,0.0,0.0,0,1
5664,714567,32,144835.75,7120.902816,0,0
14677,2087817,3,320840.1667,292357.0592,0,0
14079,3942378,18,487709.125,366167.4424,0,0
5285,9907,20,3152.666667,5095.972953,0,1
16782,1343,1343,0.0,0.0,0,1
3694,5959224,3,1986407.0,2654015.149,0,1
14149,5960,5960,0.0,0.0,0,1
11205,763,763,0.0,0.0,0,0
9970,357421,9,17019.57143,36629.88817,0,1
686,13217,13217,0.0,0.0,0,1
89,16942,3,5645.333333,9204.822341,0,1
4181,593,593,0.0,0.0,0,1
12871,53854473,53854473,0.0,0.0,0,0
10197,5037607,44,1679139.667,2907795.764,0,0
6930,881,30,212.3333333,188.2560313,0,0
12681,117434885,0,8383776.643,21100000.0,58000000,0
10276,13209,13209,0.0,0.0,0,0
10196,449,449,0.0,0.0,0,1
330,1,1,0.0,0.0,0,1
587,2133244,3,324509.0,308760.6282,0,0
17879,3293,9,2628.0,0.0,0,0
19046,360,360,0.0,0.0,0,0
461,869171,39,174038.75,1943.391087,0,0
6957,12765,12765,0.0,0.0,0,0
10894,10962,17,3518.0,5743.921918,0,1
12161,18,18,0.0,0.0,0,1
14452,86279040,86279040,0.0,0.0,86279040,0
9200,1634270,123203,755499.5,78572.99842,0,0
18760,2870,3,955.6666667,1381.382037,0,1
11056,28,28,0.0,0.0,0,0
10804,2,2,0.0,0.0,0,1
11877,4,4,0.0,0.0,0,1
17490,898,898,0.0,0.0,0,0
11616,1180,5,523.0,0.0,0,0
2262,851,851,0.0,0.0,0,0
9456,2287011,64,571736.75,138294.3751,0,0
10387,115170686,43,8472819.615,3757682.417,10001594,0
12015,1860657,3,287619.6667,326994.5231,0,0
19067,5726,5726,0.0,0.0,0,1
3232,5732200,57,1910359.333,3308309.419,0,0
153,10167,4,3386.0,5314.415208,0,1
8679,12984,12984,0.0,0.0,0,0
10429,25128,495,4554.0,0.0,0,0
9074,27799,4,9265.0,9280.765109,0,1
10800,1810255,2,238353.6667,256930.1336,0,0
4486,29820,29820,0.0,0.0,0,1
13308,4476886,74,725639.3333,938463.4767,0,0
13424,356,356,0.0,0.0,0,0
19955,1974,1974,0.0,0.0,0,1
6960,1281373,1,177383.4286,322028.709,0,0
11312,45842250,11213,10015205.0,90.24780699,10004025,0
2897,363,363,0.0,0.0,0,0
9840,647,647,0.0,0.0,0,1
11919,130,130,0.0,0.0,0,0
10962,378696,4,18032.7619,41023.26163,0,1
9827,18,18,0.0,0.0,0,1
15586,5173985,43,1724602.667,2986565.97,0,0
10083,17456,4,5816.333333,8901.084503,0,1
13266,1,1,0.0,0.0,0,1
16300,594,594,0.0,0.0,0,1
7791,1,1,0.0,0.0,0,0
5532,3740961,3,546529.3333,214049.8349,0,0
11295,1609,1609,0.0,0.0,0,0
8280,1236,1236,0.0,0.0,0,0
6052,2000,2000,0.0,0.0,0,1
132,88152765,88152765,0.0,0.0,88152765,0
2723,1708,1708,0.0,0.0,0,1
16162,32300,32300,0.0,0.0,0,1
4675,123,123,0.0,0.0,0,0
10603,53636251,53636251,0.0,0.0,0,0
9715,43,43,0.0,0.0,0,0
18245,14912,14912,0.0,0.0,0,1
13211,9748,3,3248.333333,4957.000134,0,1
16400,70186621,42,7795024.333,4410654.074,10015350,0
15923,554,554,0.0,0.0,0,1
11002,21401,21401,0.0,0.0,0,1
4835,1219,7,671.0,0.0,0,0
15422,1,1,0.0,0.0,0,1
14876,623,623,0.0,0.0,0,1
13578,148,148,0.0,0.0,0,0
16464,9197,15,2924.333333,4762.974841,0,1
2106,283,283,0.0,0.0,0,0
6235,18036,1,5902.333333,9934.418067,0,1
1829,1541,6,956.0,0.0,0,0
5882,1,1,0.0,0.0,0,1
17694,26103,26103,0.0,0.0,0,1
14518,54503807,54503807,0.0,0.0,0,0
6462,506,506,0.0,0.0,0,1
16356,141,141,0.0,0.0,0,0
6367,33614,1,1.0,0.0,0,0
11025,1888256,4,289645.1667,326962.4007,0,0
10677,8949679,0,173457.94,707720.4591,0,0
6544,493,493,0.0,0.0,0,1
9308,2,2,0.0,0.0,0,1
4673,6747,6747,0.0,0.0,0,1
10325,5625583,48,1875139.333,3247295.331,0,0
543,278,278,0.0,0.0,0,0
17552,1116,6,549.0,0.0,0,0
1288,86397071,86400000,0.0,0.0,86400000,0
8278,69072980,0,1406703.449,8418600.532,58756503,0
8816,1404901,3,223722.8333,368302.9567,0,0
16684,2043,2043,0.0,0.0,0,0
17782,45193,45193,0.0,0.0,0,0
6488,17843,17843,0.0,0.0,0,1
9867,85855140,85855140,0.0,0.0,85855140,0
10013,9701,9701,0.0,0.0,0,1
12403,14752,14752,0.0,0.0,0,1
15865,107038249,2,53007687.0,31124920.01,53247821,1
13333,2385,2385,0.0,0.0,0,1
5404,19,19,0.0,0.0,0,1
4971,86175721,86175721,0.0,0.0,86175721,0
12969,977,0,236.6666667,236.0028248,0,0
8539,1677278,82,261373.8333,332138.2369,0,0
7279,874,874,0.0,0.0,0,0
3995,261,261,0.0,0.0,0,0
17999,1,1,0.0,0.0,0,1
1685,6436,6436,0.0,0.0,0,1
3471,8055,8055,0.0,0.0,0,1
1631,7629,7629,0.0,0.0,0,1
5412,835,0,201.3333333,188.640752,0,0
11154,69,69,0.0,0.0,0,0
18312,50757,575,49752.0,0.0,0,0
36,7,7,0.0,0.0,0,1
10212,5725001,42,1908190.667,3304644.111,0,0
1218,361480,5,17212.80952,40131.61198,0,1
13433,350631,2,16696.61905,35089.23147,0,1
18390,2408861,1,330894.1429,798386.8026,0,0
4780,337,337,0.0,0.0,0,0
6881,138,138,0.0,0.0,0,0
497,1581,1581,0.0,0.0,0,1
11831,11610,16,3702.666667,6100.232564,0,1
14684,60044370,0,2308985.654,4294899.056,10001876,0
673,32062,376,4170.0,0.0,0,0
15215,5950,5950,0.0,0.0,0,1
11020,522,522,0.0,0.0,0,0
17963,2,2,0.0,0.0,0,1
11166,44874,44874,0.0,0.0,0,1
13432,2649,2649,0.0,0.0,0,1
4816,397114,5,18909.19048,34715.02989,0,1
14341,3054555,4,488452.5,455881.281,0,0
7122,18,18,0.0,0.0,0,1
8422,3,3,0.0,0.0,0,1
7241,160,160,0.0,0.0,0,0
483,614,614,0.0,0.0,0,1
261,561,561,0.0,0.0,0,1
2145,16276311,16276311,0.0,0.0,16276311,1
8189,237,237,0.0,0.0,0,0
10537,444,444,0.0,0.0,0,1
19614,16,16,0.0,0.0,0,0
6093,115702913,11,5527336.05,5092343.903,10004559,0
15597,829,27,202.0,182.4033991,0,0
19930,3836799,34,542522.4286,337337.4738,0,0
15838,29772,29772,0.0,0.0,0,1
5552,2,2,0.0,0.0,0,1
3574,1163,6,646.0,0.0,0,0
5148,420167,420167,0.0,0.0,0,0
850,10465,10465,0.0,0.0,0,1
2763,12098,7,76.0,0.0,0,1
3275,4717835,3,698707.8333,131350.2242,0,0
5661,139135,4,6086.0,2643.165148,0,1
7397,112,112,0.0,0.0,0,0
4495,8,8,0.0,0.0,0,1
14360,6213023,38,2070959.667,3586566.557,0,0
5015,1978,1978,0.0,0.0,0,1
17213,8757,8757,0.0,0.0,0,1
6595,982361,40,197691.0,12460.4524,0,0
16784,593,593,0.0,0.0,0,1
13026,3096527,86,496739.6667,601742.7829,0,0
17820,18,18,0.0,0.0,0,1
3728,32,32,0.0,0.0,0,0
5090,3798225,59,536178.7143,346043.0192,0,0
4080,2,2,0.0,0.0,0,1
19432,17196,17196,0.0,0.0,0,1
1150,70969,1,1.0,0.0,0,0
12894,57003,96,96.0,0.0,0,0
19555,14983,14983,0.0,0.0,0,1
1364,1235,1235,0.0,0.0,0,1
2765,2851,2851,0.0,0.0,0,1
3158,551,551,0.0,0.0,0,1
6343,10650,21,3388.333333,5535.237333,0,1
17239,3,0,0.0,0.0,0,0
15139,924,0,197.0,184.2199772,0,0
10905,54385046,54400000,0.0,0.0,0,0
9868,337,337,0.0,0.0,0,0
9308,2,2,0.0,0.0,0,1
6953,5371950,0,311003.0588,1210261.901,5005575,0
16421,713,1,162.6666667,155.4295124,0,0
7672,466,466,0.0,0.0,0,1
10860,135791,0,0.0,0.0,0,0
16374,6,6,0.0,0.0,0,1
10150,6,6,0.0,0.0,0,1
7473,86091999,86091999,0.0,0.0,86091999,0
1475,20577,7,6856.666667,11628.21226,0,1
13007,646,646,0.0,0.0,0,1
5173,10519,2,3300.333333,5336.366585,0,1
5583,1,1,0.0,0.0,0,1
7954,478091,478091,0.0,0.0,0,0
546,357,357,0.0,0.0,0,0
1304,1174,1174,0.0,0.0,0,1
16974,1156,1156,0.0,0.0,0,0
13749,958,35,216.0,192.9429968,0,0
4317,21330,484,20379.0,0.0,0,0
4354,10738,15,3419.333333,5595.256414,0,1
12045,384505,8,18309.19048,45548.87362,0,1
1333,169,169,0.0,0.0,0,1
14214,47,47,0.0,0.0,0,0
11666,83,83,0.0,0.0,0,0
116,6906645,38,2302144.667,3986802.796,0,0
10776,84347,1,1.0,0.0,0,0
5588,2,2,0.0,0.0,0,1
4879,2625,19,0.0,0.0,0,0
9361,7416,7416,0.0,0.0,0,0
12342,22852,22852,0.0,0.0,0,1
8123,30,30,0.0,0.0,0,0
1239,5741643,40,1913825.333,3314405.372,0,0
1921,7806,6,2598.666667,4136.3251,0,1
9935,2,2,0.0,0.0,0,1
19895,11189,1,3565.666667,5771.937745,0,1
11268,2,2,0.0,0.0,0,1
5477,2042,2042,0.0,0.0,0,1
3269,81,81,0.0,0.0,0,0
5313,86358796,86358796,0.0,0.0,86358796,0
15653,11941,1,3848.666667,6339.814377,0,1
12066,682,682,0.0,0.0,0,1
7129,100,0,0.0,0.0,0,0
12268,1186,1186,0.0,0.0,0,1
12768,1226,1226,0.0,0.0,0,0
14744,512,512,0.0,0.0,0,1
6143,2298,2298,0.0,0.0,0,1
4774,4876827,40,1625552.333,2814998.832,0,0
17860,2585890,5,298040.5,282733.0543,0,0
18799,7,7,0.0,0.0,0,1
9909,45879,45879,0.0,0.0,0,1
87,1579410,81,246102.5,347243.8778,0,0
302,322,23,0.0,0.0,0,0
10567,2160,2160,0.0,0.0,0,1
18690,54399680,54399680,0.0,0.0,0,0
17559,18,18,0.0,0.0,0,1
19936,15,15,0.0,0.0,0,0
4098,9929,20,3184.0,5186.226759,0,1
